"data","chuva_mm","temperatura_min_c","temperatura_max_c","umidade_relativa_pct","radiacao_mj_m2","vento_m_s"
2021-07-19,0.4,14.1,28.4,80,18.4,0.3
2021-07-20,3.8,15.7,28.9,60,15.7,2.6
2021-07-21,0.4,15.2,31.1,62,18.2,2.4
2021-07-22,0.4,14.7,28.2,79,19.8,2.5
2021-07-23,0,15.7,28.1,69,17.2,1.5
2021-07-24,9.1,16.6,29.2,58,17.7,2.9
2021-07-25,1.1,19.1,29.5,74,16.4,0.9
2021-07-26,1.1,17.8,29.4,76,17.5,1.2
2021-07-27,1.1,17.4,33.1,66,18.9,0.5
2021-07-28,11.3,14.5,30.9,63,18.3,2.7
2021-07-29,0,14.4,28.5,64,15.7,1.4
2021-07-30,0,15.4,31.4,67,16.8,1.9
2021-07-31,3.4,17.3,28.9,64,17.7,2.9
2021-08-01,0,18.3,30.3,58,18,3.4
2021-08-02,6.6,16.3,30.1,75,19.2,1.9
2021-08-03,0,19.2,31.2,59,17.6,2.1
2021-08-04,12.5,14.2,27,70,19.7,1.8
2021-08-05,6.5,14.9,31.1,62,17,2.6
2021-08-06,10.5,16.2,31.9,58,19.4,2.7
2021-08-07,5.3,15.9,30.1,63,17.9,1.6
2021-08-08,12.1,15.3,28.8,57,17.6,1.5
2021-08-09,0,16.1,29.8,58,18.1,1.7
2021-08-10,1.3,13.8,29.7,53,17,3.6
2021-08-11,0,16.2,31.7,68,18.2,2.3
2021-08-12,4.1,18.1,33,76,19.6,3.5
2021-08-13,0.6,17.8,32.1,56,20.2,1
2021-08-14,4.2,14.8,33.1,64,19.2,0.7
2021-08-15,0,17.9,27.4,54,19.6,0.9
2021-08-16,0,16.3,31,70,17,2.7
2021-08-17,2.5,17.2,33.8,72,17.3,2
2021-08-18,0,14.5,30.8,66,18.2,2.1
2021-08-19,1.8,20.3,31.1,65,18.7,3.6
2021-08-20,0,17.4,30.1,63,19.5,1.9
2021-08-21,0,17.7,31,64,20.6,2.5
2021-08-22,2.1,16.2,34,62,21,3.5
2021-08-23,0,16.3,29,59,21.3,2.2
2021-08-24,0,17.5,31.9,65,19.2,1.2
2021-08-25,0,17.3,30.1,72,19.3,1.3
2021-08-26,0,15.9,33.7,65,19.5,1.1
2021-08-27,0.9,18.1,30.7,56,19.1,1.8
2021-08-28,6.7,17.9,30,61,20.7,3.2
2021-08-29,0,15.4,32.3,65,21.9,2.7
2021-08-30,0,15.3,32.7,71,21.1,2.4
2021-08-31,0,18.1,32.3,72,19.7,3.2
2021-09-01,0,18.6,30.6,58,22.9,0.4
2021-09-02,0,18.9,33.1,66,19.3,1.8
2021-09-03,0,16.2,33.8,61,20.4,3.2
2021-09-04,4.9,17.7,30.9,50,17.8,1.6
2021-09-05,7.7,18.2,31.4,75,19.1,3
2021-09-06,0,16.7,26.9,60,19.3,2.3
2021-09-07,0,16.8,35.7,65,20,2.2
2021-09-08,5.9,19.3,30.3,58,19.3,1.9
2021-09-09,0,17.3,32.6,63,20.4,2.8
2021-09-10,0,18.6,32.8,67,18.8,1.5
2021-09-11,1,13.9,32.6,73,20.3,2.2
2021-09-12,0,18.7,32.8,50,20,3.4
2021-09-13,0,16.8,34,57,19.1,2.4
2021-09-14,0,16.9,31.9,66,22.1,0.3
2021-09-15,5.2,16.6,29.4,64,22,1.1
2021-09-16,0,14.8,31.6,75,20,2.1
2021-09-17,0,17.3,32.4,60,20.2,1.6
2021-09-18,0,17,32.3,72,21.1,2.6
2021-09-19,0,16.9,32.3,57,20.5,2.2
2021-09-20,0,18.4,30.7,64,20.2,2.6
2021-09-21,3.3,16.6,32.9,64,18.9,3.1
2021-09-22,0,16.7,31.7,53,21.2,2.5
2021-09-23,1.7,17.3,33,54,21.3,2
2021-09-24,0,20.3,32.7,67,23,2.4
2021-09-25,2.2,18.7,35.8,50,20.1,2.8
2021-09-26,0,17.6,30.6,59,21.4,2.8
2021-09-27,0,18.9,34.8,60,20.9,2.2
2021-09-28,0,19.8,33.9,72,22.1,1.3
2021-09-29,3.8,16.7,33.2,64,22.8,1.6
2021-09-30,0,14.9,33.4,54,22.3,3.9
2021-10-01,0,15.7,28.7,66,20.4,1.8
2021-10-02,0,16.7,30.6,71,22.2,1.3
2021-10-03,0,17.8,29.9,53,22.8,3.8
2021-10-04,0,17.2,31.7,68,21.9,2.5
2021-10-05,5,19.8,30.7,66,22.7,1.6
2021-10-06,0.6,15.5,32.7,67,20,1.7
2021-10-07,7.5,19,31.4,53,22,2.5
2021-10-08,21.8,16,29.2,60,20.2,4.3
2021-10-09,4.4,18,28.7,68,22.3,2
2021-10-10,0,18.1,31.9,72,22,2.9
2021-10-11,0,16.9,31.8,64,22.2,3
2021-10-12,6.5,20,29.1,72,24.2,1.6
2021-10-13,0,16.4,31.8,79,19.7,1.5
2021-10-14,0,19.1,33.4,62,24.9,1
2021-10-15,0,19.2,34.2,63,18.4,1
2021-10-16,0,18.9,32.6,60,18.2,2.4
2021-10-17,7.6,15.3,30.9,66,18.4,2.4
2021-10-18,1.9,17.4,36,64,23.4,2.7
2021-10-19,4,18,32,65,21.1,2.6
2021-10-20,0,18.1,31.3,55,21.7,2.4
2021-10-21,0.3,17.4,31.6,59,20,2.8
2021-10-22,0,17.5,33.3,56,23.5,1
2021-10-23,0,15.8,32.2,74,21.8,1.1
2021-10-24,0,16.7,33.8,67,21.9,2.6
2021-10-25,4,16.6,30.6,64,19.6,1.5
2021-10-26,0,16.5,32.4,63,18.5,3
2021-10-27,4.9,17.5,31.5,66,19.9,1.9
2021-10-28,0,16.8,30.1,63,21.5,1.6
2021-10-29,0,17.4,30.9,69,20.3,3.2
2021-10-30,5.1,17.3,30.9,70,18.3,2.9
2021-10-31,0,17.5,30.3,70,17.1,3
2021-11-01,2.7,18.3,32.9,67,21.5,2.9
2021-11-02,0,18.8,30.6,57,19.3,2.8
2021-11-03,0,18.9,34.6,64,18.2,1.4
2021-11-04,0,16.7,31.5,67,19.8,1.9
2021-11-05,0,19.5,32.5,60,21.1,0.1
2021-11-06,0,16.4,32.4,63,20.2,1.7
2021-11-07,0,18.1,33.3,51,21.6,1.6
2021-11-08,0,19,28.7,66,19.8,3.2
2021-11-09,0,17,33.1,71,18.8,3.3
2021-11-10,2.1,15.9,29,61,21.8,3.3
2021-11-11,0,16.5,29.9,70,20.8,2.1
2021-11-12,0,17.1,32.6,77,19.5,1.7
2021-11-13,10.8,17.8,28.9,62,20,0.9
2021-11-14,2.6,17.6,29.7,64,19.3,3.1
2021-11-15,0.7,19.2,32.3,62,18.2,2.3
2021-11-16,0,16.4,31.2,72,17.3,2.4
2021-11-17,0,16.5,33,55,20.3,2.8
2021-11-18,0.6,14.6,30.8,58,17.5,2.7
2021-11-19,0,17.1,32.2,62,15.6,2.3
2021-11-20,3.6,18.9,30.5,58,20.5,2
2021-11-21,0,17.3,31.5,62,19.2,1.5
2021-11-22,0,13.4,33.9,65,19.6,0.9
2021-11-23,4,17.5,30.6,55,19.9,2.3
2021-11-24,4.5,18.2,31,57,16.6,1.8
2021-11-25,0,17.2,32.8,69,19.6,1
2021-11-26,0,17.8,32,60,17.2,2.8
2021-11-27,2.4,17.3,28.2,65,17.6,2.1
2021-11-28,0,16.8,32.7,65,17.4,2.4
2021-11-29,0,15.6,27.7,73,17.9,1.7
2021-11-30,0.6,17.9,30.5,60,17.5,2.7
2021-12-01,0,18.1,34.7,64,14.6,3.3
2021-12-02,7.5,17.1,30.3,64,18,2.1
2021-12-03,0,16.3,31,67,19.3,1.3
2021-12-04,2.8,16.1,27.9,68,15.6,3
2021-12-05,3.8,16.8,26.5,71,15.8,2.8
2021-12-06,0,16.3,27.6,62,18.4,2.4
2021-12-07,0,15.4,31.4,58,17.9,1.7
2021-12-08,6.8,16.2,28.2,62,18.2,1.9
2021-12-09,0,16.8,28.9,68,16.8,0.7
2021-12-10,0,16.3,28.7,63,18,3.2
2021-12-11,0.8,15.7,31.7,74,18.1,2.1
2021-12-12,0,13.9,29.5,76,17.3,2
2021-12-13,0,17.4,30.1,76,17.4,2
2021-12-14,8.3,17.3,29,63,19.4,2.7
2021-12-15,8.1,17.2,26.7,61,18.5,1.4
2021-12-16,0,18,27.2,78,19,2.7
2021-12-17,0,17,27.9,67,16.5,2.9
2021-12-18,0,14.6,29.7,56,16.2,2.2
2021-12-19,0,17.6,29.6,72,17.9,2.6
2021-12-20,0,15.8,28,69,16.6,1.4
2021-12-21,0,15.3,29.1,63,14.1,0.4
2021-12-22,0,12.3,29,67,13.3,1.8
2021-12-23,2.2,15.3,31,68,19,3.3
2021-12-24,0,17,27.8,63,15.4,1.9
2021-12-25,1.2,15.9,30.3,74,19.1,3.2
2021-12-26,0,16.1,26.9,77,18.6,3
2021-12-27,11,17.8,26.2,69,15.9,1.8
2021-12-28,12.1,15.4,29.2,76,14.8,2.7
2021-12-29,1.6,16.6,25.4,70,18.4,1.9
2021-12-30,0,14.8,25.8,75,15.7,1.6
2021-12-31,12.2,14.8,26.9,77,15,2.4
2022-01-01,2,14.5,27.5,81,15.3,1.8
2022-01-02,4,16.6,27.4,70,16.3,2.3
2022-01-03,0,11.1,23.4,72,16.5,1.8
2022-01-04,6.9,15.8,27.7,72,15.1,2.5
2022-01-05,4.3,17.1,29.3,65,15.5,2.3
2022-01-06,4.9,14.9,28.5,71,17.8,2.2
2022-01-07,9.3,14,26.4,74,15.4,2.2
2022-01-08,2.2,16.1,29.2,74,16.1,3.4
2022-01-09,0,16,28.7,71,13.7,2.4
2022-01-10,1.8,13.4,26.3,67,15.8,2.6
2022-01-11,0,15.5,26.3,79,15,1.8
2022-01-12,4.8,13,31.7,78,16.1,2
2022-01-13,8.7,11.8,27.5,76,15.9,2.4
2022-01-14,4.3,15.1,28.8,71,16.7,2.1
2022-01-15,6.4,11.8,25.5,77,12.5,3.2
2022-01-16,8.9,15.6,28,84,13,2.2
2022-01-17,4.1,16.1,24.3,71,17.2,1.8
2022-01-18,13.4,13.2,25.4,82,17.6,1.4
2022-01-19,0,16.4,27.3,66,13,3.7
2022-01-20,0,13.7,25.6,79,14.7,1.3
2022-01-21,13,13.8,27.2,80,12.8,3
2022-01-22,0,16.9,28.4,79,13.4,0.6
2022-01-23,0,17.6,22.8,72,14.7,2.8
2022-01-24,1.9,12.2,26.7,70,17.1,0.7
2022-01-25,3.2,15.1,27.1,77,14,2.2
2022-01-26,0,14.1,29.1,88,13.1,2.7
2022-01-27,3.3,12.7,22.1,60,11.9,1.7
2022-01-28,12.4,13.3,23.5,75,13.3,1.7
2022-01-29,0,11.6,27.3,84,13,1.5
2022-01-30,14,14.8,26.3,73,13.6,2.1
2022-01-31,1.2,13.1,25.1,82,11.1,2.3
2022-02-01,0,11.8,24.7,77,13.2,2.2
2022-02-02,0,11.5,27.3,82,12.5,1.1
2022-02-03,8.3,14.5,28.6,80,12.9,1.6
2022-02-04,0,14,24.9,79,12,2.1
2022-02-05,15.8,13.5,26.8,71,12.9,1.5
2022-02-06,0.2,11.5,27.5,78,12.8,2.3
2022-02-07,3.5,12.5,26.7,68,12.9,2.5
2022-02-08,0,13.4,25.9,87,13.3,1.9
2022-02-09,7.7,12.9,25.1,68,14.3,3.4
2022-02-10,9.8,13.1,23.8,79,12.5,2.5
2022-02-11,18.5,14.5,25.5,91,14.3,1.7
2022-02-12,6.2,9.4,23.1,75,12.4,2.1
2022-02-13,9.4,14,26.2,82,14.1,1.8
2022-02-14,15.3,14.6,23.3,64,13.8,1.3
2022-02-15,6,13.3,23.1,72,12.2,2
2022-02-16,6.1,11.2,21.8,89,12.8,3.2
2022-02-17,0,14.2,25.6,79,16,2.7
2022-02-18,0,12.6,23.8,71,10.9,1.4
2022-02-19,10.5,12.3,23.2,81,10.1,1.7
2022-02-20,9.1,11.3,24.4,73,10.5,1.5
2022-02-21,10.4,14.9,26.3,70,12.4,2
2022-02-22,6,11.1,25.1,83,13.3,1.5
2022-02-23,3.1,11.4,27,82,10.8,2.7
2022-02-24,0.3,12.7,24.7,85,11.9,2.3
2022-02-25,0,11.1,18.6,78,12.7,1.3
2022-02-26,30.2,13.3,22.5,73,13.3,3
2022-02-27,4.8,12.7,23.9,79,11.9,1.3
2022-02-28,6.3,11.2,20.4,80,12.5,2
2022-03-01,12.2,12,22.9,79,10.3,0.9
2022-03-02,3.2,13.6,23.1,82,9.6,2.8
2022-03-03,7.4,11.6,20.8,76,13.9,1.6
2022-03-04,0,12.5,22.2,79,9.6,1.8
2022-03-05,5.8,13.3,28.1,87,11.6,1.6
2022-03-06,7.6,11.9,27.6,97,8.7,1.8
2022-03-07,18.1,12.1,23.7,71,9,3.3
2022-03-08,0.3,12.5,22.5,76,11.4,2.7
2022-03-09,15,11.6,20.3,71,8.2,2.9
2022-03-10,17.9,13.6,24.9,68,9.3,1.4
2022-03-11,8.7,14.3,22.7,82,10.1,2.4
2022-03-12,10.6,12.9,20.3,88,9.8,1
2022-03-13,14.1,11.8,27.2,82,12,1.8
2022-03-14,6.4,11.7,26.3,76,14.4,2.5
2022-03-15,1.3,12.2,21.5,78,11,3.3
2022-03-16,0.6,12.1,22,76,11.3,3.1
2022-03-17,11.5,12.4,21.2,87,11.9,2.2
2022-03-18,0.2,10.4,22.6,77,8.7,2.5
2022-03-19,0,10.7,22.6,83,14.1,2.4
2022-03-20,18.9,10.5,18.1,75,10.9,1.4
2022-03-21,3.7,11.5,22.3,76,14.4,1.8
2022-03-22,13,11.6,23.4,77,12.2,2.6
2022-03-23,0,11.4,22.2,77,10.3,2.6
2022-03-24,1.5,9.1,22.6,85,9.3,0.6
2022-03-25,5.5,13.8,24.9,79,10.1,1.9
2022-03-26,16.4,11.7,20.3,83,11.7,2.7
2022-03-27,10.1,11.7,24.2,76,9.3,3.3
2022-03-28,13.1,12.5,23.3,89,10,1.8
2022-03-29,12.7,11.1,19.7,94,11.2,1.5
2022-03-30,20.9,13.4,19.4,81,11.4,1.9
2022-03-31,8.7,13,18.4,67,11,2.2
2022-04-01,4.2,10,21.2,83,11.2,2.1
2022-04-02,1,11.3,23.2,82,9.5,2.7
2022-04-03,9.2,11.7,20.6,80,14.1,3
2022-04-04,9.9,13.6,23.7,84,13.8,2.3
2022-04-05,6.7,10.6,23.6,81,8.5,2.5
2022-04-06,0,12.5,23.5,81,9.7,1.4
2022-04-07,0.1,10.7,19.9,82,9.9,3
2022-04-08,18.3,9.9,20,88,13.6,1.8
2022-04-09,21.4,10.3,20,91,10.3,1.9
2022-04-10,15.1,12.1,20.6,88,11.7,2
2022-04-11,7.5,12.6,21.7,78,11.6,2.8
2022-04-12,16.4,13.1,21.8,82,9.6,2.4
2022-04-13,2.2,12.1,18.8,89,9.1,2.5
2022-04-14,0,11.6,21.8,83,9.7,0.6
2022-04-15,0,10.7,24.2,77,9.7,2.2
2022-04-16,8.7,12.6,20.2,84,11.4,2.3
2022-04-17,11.6,12.5,21,86,13.6,2.7
2022-04-18,7.1,14.4,24.3,82,13,0.9
2022-04-19,12.3,12.4,22,92,11.2,2.3
2022-04-20,21.3,9.6,24.5,89,10.9,1.6
2022-04-21,9.7,11.9,19.4,81,12,2.1
2022-04-22,7.1,13.3,23.9,86,10.5,1.2
2022-04-23,11.6,11.7,24.8,84,10.1,2.8
2022-04-24,6.7,11.4,22.4,75,9.2,2.5
2022-04-25,9.7,11.8,22.7,85,11.4,2.6
2022-04-26,17.1,11.4,24.2,70,11.8,2.5
2022-04-27,5.4,10.6,22.6,73,13.5,3.6
2022-04-28,0,11.4,24.1,89,11.7,2.1
2022-04-29,1.4,12.4,22,87,10.8,0.7
2022-04-30,5.8,11.4,20.8,82,10.1,2
2022-05-01,24.3,13.5,23.1,78,11.2,0.4
2022-05-02,8.3,12.7,24.9,80,11.3,0.9
2022-05-03,16.4,12.5,22.5,88,11.5,0.5
2022-05-04,7.6,12.5,20,77,13,2.4
2022-05-05,6,13.9,23.4,85,10.6,1.5
2022-05-06,12.7,9.6,22.6,82,14.9,2
2022-05-07,0.5,11.6,23.3,85,13.3,2.5
2022-05-08,2.2,11.1,22.2,80,11.6,2
2022-05-09,1.1,12.8,24,91,13.3,2.8
2022-05-10,1.9,14.2,21.2,98,12.5,1.6
2022-05-11,12.1,12.4,22.3,72,11.4,1.6
2022-05-12,14.6,12.2,22.5,84,12.2,1.6
2022-05-13,7.2,10.5,21.5,81,12.9,1
2022-05-14,5.1,14.4,25.7,84,9.9,2.1
2022-05-15,4.2,14.3,24.6,90,9.9,2.4
2022-05-16,4.1,15.3,23.9,86,14.3,1
2022-05-17,5.7,12.6,25.4,85,11.4,2.3
2022-05-18,5.1,12.8,24.3,80,11.8,3.2
2022-05-19,1,11.6,20.8,89,11.8,1.6
2022-05-20,4,11,24.3,82,14.3,2.3
2022-05-21,7.4,12.4,24.1,90,12.1,0.8
2022-05-22,7.6,13.6,23.6,79,12.8,1.2
2022-05-23,0,15.4,22.4,75,9.6,2.3
2022-05-24,6.5,12.1,24.7,90,13.2,2.1
2022-05-25,9.1,12.7,22.6,77,13.4,3
2022-05-26,13.1,15,24.3,81,15.7,2
2022-05-27,10.7,12.3,24.2,84,13.4,4.8
2022-05-28,10.6,14.3,24.4,72,12.4,3.8
2022-05-29,8.1,13.8,25.5,79,14.6,1
2022-05-30,4.5,13.7,25.5,88,11.8,2.3
2022-05-31,4.8,10.9,25.5,85,13,1
2022-06-01,14.6,14.5,21.8,83,12.4,2.6
2022-06-02,10.8,10.4,24.6,68,13.6,2.1
2022-06-03,3.5,13.8,24.5,80,15.9,2
2022-06-04,4.7,15,23,70,14,1.8
2022-06-05,5.2,15.5,26,80,15,2.7
2022-06-06,11.3,12.5,22.6,79,14.8,3.3
2022-06-07,5.7,14.6,26,74,12.4,0.9
2022-06-08,0,14.6,25.4,91,15.2,1.6
2022-06-09,2.9,13.7,22.5,85,13.7,3.4
2022-06-10,5.1,14.7,24,79,12.7,0.2
2022-06-11,4.8,14.4,25.2,65,12.9,1.9
2022-06-12,6.1,13,24.7,91,12.3,3
2022-06-13,13.8,14.3,21.8,85,13.9,1.6
2022-06-14,8,15,25.7,77,14.5,1.2
2022-06-15,0.4,13.8,27.6,80,13.3,1.9
2022-06-16,18.2,12.4,25.9,80,14.7,1.5
2022-06-17,6.1,15.4,25.1,82,13.4,2.2
2022-06-18,4.8,14.7,25,88,13.1,0.5
2022-06-19,3.7,14.2,25.3,76,12.2,1.1
2022-06-20,5.2,14.2,27.4,81,13,2.1
2022-06-21,0,16.8,24.6,91,15.3,1.9
2022-06-22,13.9,13.4,24.2,63,14,1.8
2022-06-23,6.5,13.6,26.2,74,15.4,2.9
2022-06-24,6.8,15.4,22.6,71,14.2,1.5
2022-06-25,8.5,14.1,24,73,14.4,0.4
2022-06-26,12.2,13.4,26.7,78,14.2,2.9
2022-06-27,5.4,16.8,26.5,76,13.8,1
2022-06-28,0,14,24.4,86,16.9,3.1
2022-06-29,15.9,16.5,26.4,85,15.5,1.2
2022-06-30,1.8,13,28,86,16.6,2.2
2022-07-01,5.6,13,25.2,67,18,1.5
2022-07-02,2.8,13.5,23.8,65,14.2,2.9
2022-07-03,18.5,14.9,25.4,77,14.9,1.9
2022-07-04,6.1,13.7,27.2,67,16.9,0.3
2022-07-05,2,16.1,28.5,71,19.1,2.5
2022-07-06,14.5,16.1,27,71,15.4,1.1
2022-07-07,6.5,13.3,23.7,76,16.6,2.2
2022-07-08,3.6,18,27.8,79,16.2,1.2
2022-07-09,9.7,15.4,25.3,68,16.7,2.5
2022-07-10,5.8,14.4,30,83,16.9,0.9
2022-07-11,1.3,17.1,26.4,73,16.2,2.8
2022-07-12,7.3,15.6,26.5,83,16,0.8
2022-07-13,0,17.7,28.4,67,19.1,1.5
2022-07-14,6.5,16,28.8,87,16.6,1.4
2022-07-15,0.7,15.7,26.4,69,15.7,1.7
2022-07-16,2.8,13.4,25.8,57,18.4,2.9
2022-07-17,0,18.1,27.1,76,19.5,2.9
2022-07-18,7.6,14.1,27.4,78,18.5,2.6
2022-07-19,0,14.3,30.2,72,18.6,3
2022-07-20,2.9,14.3,24.8,78,16.9,2.6
2022-07-21,0.2,15,28.7,67,16.1,0.6
2022-07-22,2.3,17.3,28.3,76,15.8,1.9
2022-07-23,0.1,15.1,27.9,77,17.9,1.5
2022-07-24,9,15.3,31.4,78,16.8,1.7
2022-07-25,0,14.6,25.1,70,17.9,2.1
2022-07-26,1.2,16.6,27,75,18.2,2.5
2022-07-27,0,13.4,29,69,18,1.8
2022-07-28,8.2,16.5,29.3,74,15.9,1.9
2022-07-29,12.5,16.5,28.1,77,20.6,3
2022-07-30,12.3,15.8,30.4,61,16.1,1.1
2022-07-31,1.6,15.8,25.1,74,18.6,0.7
2022-08-01,9.9,15.9,27.5,69,18,3.2
2022-08-02,0,17.3,28.4,65,18.4,1.4
2022-08-03,3.3,16.7,29.2,72,20.7,2.6
2022-08-04,0,17.3,26.5,63,17.7,2.9
2022-08-05,18.2,16.3,27.4,67,18.4,3.1
2022-08-06,7.6,18.1,29,75,19.7,3.4
2022-08-07,5.3,16.8,31.2,68,20,2.4
2022-08-08,10.1,16.6,30.4,68,20.5,1.7
2022-08-09,5.5,17,28.7,66,18.2,1.3
2022-08-10,0,16.8,27.9,67,19.3,1.6
2022-08-11,0,15.9,27.3,81,20.8,2.6
2022-08-12,9.1,17.1,29.7,74,19.1,2.2
2022-08-13,13.1,15.1,26.6,69,21,2.2
2022-08-14,0,16.9,30.1,70,19.5,2.2
2022-08-15,1.4,15.5,27,75,18.1,1.1
2022-08-16,0,15.5,28.9,75,18.7,2.8
2022-08-17,2.1,17.5,31.3,74,21,0.6
2022-08-18,13,17.2,30.8,71,18.7,4.1
2022-08-19,0,17.5,30.7,74,19.1,1.9
2022-08-20,0,17.5,31,56,19.4,3.7
2022-08-21,0.4,16.4,30,69,20.7,2.3
2022-08-22,0,15.9,29.9,62,20.4,2.7
2022-08-23,11.5,16.6,29.1,65,19.7,1.4
2022-08-24,1.2,17.8,30.7,75,19.6,2.8
2022-08-25,0.4,16.7,30.9,73,21.1,2.2
2022-08-26,0.1,16.1,30.3,72,20.5,2
2022-08-27,13.9,19.8,32.4,67,20.6,1.4
2022-08-28,7.7,16,29.4,63,20.9,1.4
2022-08-29,0,16.9,27.5,64,20.8,3.7
2022-08-30,0,15.7,30.7,66,19.6,3
2022-08-31,1.1,16.7,32.7,66,20.5,3
2022-09-01,9.1,16.6,31.8,79,20.8,3.8
2022-09-02,0,14.6,31.9,71,23.1,1.7
2022-09-03,0,18.6,32.2,63,18.5,3.2
2022-09-04,0.3,15.6,31.5,67,19.3,1.9
2022-09-05,0,17.9,30.4,72,21.7,2.9
2022-09-06,0,18.2,28.9,69,21.4,1.2
2022-09-07,0,15.5,28.3,76,20.2,2.7
2022-09-08,0,17.7,29.1,74,21.7,2.6
2022-09-09,1.1,18.6,29.7,67,20.3,2.8
2022-09-10,0,18.2,31.3,69,20.3,1
2022-09-11,0.8,17.5,31.9,66,19.9,1.2
2022-09-12,0,19.5,35.2,69,19.6,1.1
2022-09-13,0,16.4,32.2,68,19.7,2.2
2022-09-14,0,20.3,30.9,66,19,1.5
2022-09-15,0,17.6,30.8,66,19,0.3
2022-09-16,0.1,15.8,33.7,71,21.1,1
2022-09-17,3,16,30.5,76,20.6,3.2
2022-09-18,2.2,15.9,33.7,67,21.9,0.6
2022-09-19,4.1,19.8,31.7,68,19.2,0.8
2022-09-20,0,18.6,31.9,68,19.7,1.8
2022-09-21,7.3,17.9,31.7,56,21.7,1.7
2022-09-22,7.8,17.9,32.5,60,21.6,2.2
2022-09-23,9.5,18.7,28.9,69,20,3.1
2022-09-24,11.7,18.7,33.5,60,20.9,2
2022-09-25,2.3,18.4,32.5,63,23.3,0.9
2022-09-26,4.5,18.4,29,61,20.4,3.2
2022-09-27,0,16.3,32,60,21.2,2.1
2022-09-28,0,18.8,33.8,76,20.3,2.1
2022-09-29,0,18.3,33.8,63,22.1,2.7
2022-09-30,0.5,18.5,34,65,21.7,1.9
2022-10-01,0,18.9,33.3,69,18.4,1.2
2022-10-02,8.8,17,32.1,71,20.5,2.3
2022-10-03,0,17.1,31.5,74,21.5,2.5
2022-10-04,0,18.4,30.9,59,19.4,2.5
2022-10-05,0.7,16.7,33,56,18.9,2.4
2022-10-06,0,18,31.3,68,17.3,1.9
2022-10-07,0,21.6,32.3,65,23.8,2.5
2022-10-08,0,18.9,33.7,62,18,2.4
2022-10-09,0,18.6,29.9,54,20.9,4.3
2022-10-10,0,17.4,31.5,67,19.5,3.4
2022-10-11,0,17.1,32.5,63,19.7,2.6
2022-10-12,0,20,28,64,19.1,1.8
2022-10-13,0,18.5,31,63,21.3,1.9
2022-10-14,2.8,17,27.7,67,22.6,2.7
2022-10-15,0,18.8,32.8,73,22.6,1.2
2022-10-16,3.4,20.3,34.1,63,21.4,1.5
2022-10-17,0,16.3,32.8,59,20.5,3.2
2022-10-18,0,17.8,30.8,58,22.1,2.4
2022-10-19,2.4,17.6,32.3,60,23.1,1.6
2022-10-20,0,16.7,32.1,66,21.5,2.8
2022-10-21,0,16.9,29.9,68,19.7,2
2022-10-22,7.5,21.6,30.8,68,22.8,1.2
2022-10-23,4.2,18.6,28.7,71,21.3,1.7
2022-10-24,1.3,16.2,32.9,68,21.9,2.8
2022-10-25,0,16.7,32.5,64,19,1.7
2022-10-26,7.6,14.7,33.2,66,19.4,0.6
2022-10-27,0,18.1,34.8,66,20.8,2.9
2022-10-28,0,18.7,31.2,61,22.5,2.1
2022-10-29,5.8,17.9,32.2,71,19,0.3
2022-10-30,0,17.2,29.9,56,19.1,2.3
2022-10-31,2,20.2,31.6,56,20.3,2.6
2022-11-01,0,18.9,33.1,56,21.8,1.3
2022-11-02,0,16.7,31.9,63,19.8,1.7
2022-11-03,0.4,19.3,29.4,68,21.5,2.3
2022-11-04,0,16.1,28.6,67,20,2.7
2022-11-05,0,18,32.6,62,19.3,2
2022-11-06,0,14.7,33.1,58,19,1.1
2022-11-07,7,18.1,32.8,52,19.1,3.2
2022-11-08,0,17.9,28.6,75,19,3.3
2022-11-09,0,16.7,29.1,58,21.9,1.7
2022-11-10,0,19.3,30.1,69,17.4,2.6
2022-11-11,0,18.2,31.6,66,18.3,2.4
2022-11-12,0,16.2,29.9,62,19,2.1
2022-11-13,0,18.8,32.7,72,17.8,2.9
2022-11-14,0,19.4,30.3,50,20.3,2.6
2022-11-15,13,18.9,31,61,20,2.1
2022-11-16,1.9,18.7,30.7,64,17.9,1.9
2022-11-17,10.4,17.1,33.3,70,16.8,1.5
2022-11-18,0,17.9,29.4,64,21.9,3.3
2022-11-19,0,17.2,28.1,69,20.9,1.4
2022-11-20,0,18.2,28.9,69,20.2,3.8
2022-11-21,0,15.9,31.4,66,20.7,2.8
2022-11-22,3.3,18.5,29.1,59,17.4,1.4
2022-11-23,0,15.9,30.3,63,19.8,2.8
2022-11-24,2.1,17.3,30.3,70,20.1,1.6
2022-11-25,0,16,34.1,65,15.2,3.6
2022-11-26,1.5,17.5,26.7,66,17.7,1.2
2022-11-27,0,17.7,31.7,66,19.6,1.5
2022-11-28,0,15.9,30.4,71,20.1,0.9
2022-11-29,11.9,15.8,30.3,66,18.8,3.6
2022-11-30,0,18.9,32,67,20.1,2.2
2022-12-01,0,17,29.9,68,20.7,2.3
2022-12-02,0,16.5,31.6,68,18.7,1.3
2022-12-03,0,14.7,30.2,66,19.3,1.7
2022-12-04,0,16.3,28.5,62,17.7,2.4
2022-12-05,1.4,14.8,27.7,72,17.5,1.9
2022-12-06,0,16.1,26.9,70,17,1.5
2022-12-07,1.1,16.2,28.5,73,17.8,2.1
2022-12-08,0,17.3,29.9,72,16.6,2.5
2022-12-09,3.2,15.5,32,66,17.2,2.2
2022-12-10,0,16.9,27.7,67,19.2,1.4
